COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808098078		"Come spiegare il mondo"	"Raccolta di scritti di Delfino Insolera"		"Volume unico"	3700	500	"155x216, 1997"
9788808089519	"CATALANO Ferdinando"	"Ottica applicata e strumenti"			"Volume unico"	2270	200	"197x265, 2001"
9788808061973	"PIZZORUSSO Alessandro"	Art.1-9	"Fonti del diritto. Disposizioni preliminari"	"Seconda edizione"	"Volume unico"	17680	896	"180x245, 2011"
9788808364661	"DOOLEY Jenny"	"Take Action!"			"Inclusive Grammar & Communication B1 to B1+"	790	120	", Express Publishing / Zanichelli, 230x285, 2022"
9788808422415	"DOOLEY Jenny"	"Take Action!"			"Volume 2"	2820	336	", Express Publishing / Zanichelli, 230x285, 2022"
9788808620194	"DOOLEY Jenny"	"Take Action!"			"Volume 1"	2680	344	", Express Publishing / Zanichelli, 230x285, 2022"
9788808638748	"DOOLEY Jenny"	"Take Action!"			"Inclusive Grammar & Communication A2 to B1"	790	120	", Express Publishing / Zanichelli, 230x285, 2022"
9788808839428	"DOOLEY Jenny"	"Take Action!"			"Volume unico"	3180	512	", Express Publishing / Zanichelli, 230x285, 2022"
9788808820082	"RICCI LUCCHI Marianna"	"Agenda per il pianeta Terra"	"Uno sguardo ai processi geologici che ne regolano l'evoluzione"		"Volume unico"	2360	312	", , 230x285, 2021"
9788808876812	"RICCI LUCCHI Marianna"	"Agenda per il pianeta Terra"	"Uno sguardo ai processi geologici che ne regolano l'evoluzione"		"Idee per imparare"	920	128	", , 197x285, 2021"
9788808617163	"GAMOW George-STANNARD Russell"	"Il nuovo mondo di Mr.Tompkins"	"Avventure di un curioso nel mondo della fisica"		"Volume unico"	2050	296	", , 145x210, 2017"
9788808321329	"EDIGEO "	"Turco compatto"		"Terza edizione"	"Volume unico"	1740	480	", , 130x178, 2017"
9788808720658	"TIBONE Federico"	"La Patente del computer. Nuova ECDL"	"con Windows 10 e Office 2016"		"Volume unico"	2530	272	", , 210x285, 2020"
9788808157393	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Basic Activity Book 2"	510	56	"210x285, 2014"
9788808188717	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Confezione Volume 1 + Starter"	2450	280	"210x285, 2014"
9788808257369	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Basic Activity Book 1"	540	56	"210x285, 2014"
9788808357465	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Basic Activity Book 3"	510	48	"210x285, 2014"
9788808401083	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Volume 2"	2450	256	"210x285, 2014"
9788808501080	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Volume 3"	2450	264	"210x285, 2014"
9788808220738	"OLIVA Marilù-PICCININI Elisa"	"Antologia dei Promessi sposi"			"Volume unico"	2340	720	", , 197x265, 2019"
9788808720429	"COTTINO Gastone"	"Le società di persone"			"Volume unico"	8500	448	", , 175x245, 2019"
9788808181671	"FILIPPINI Antonio-KERR Jeffrey B."	"Istologia funzionale"		"Seconda edizione"	"Volume unico"	8350	464	"Trad. S. Dupont, P. Brun. Rev. A. Filippini, Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 210x280, 2012"
9788808620132	"NITTI Luigi-TOMMASI Raffaele"	Fisica	"2000 quiz a scelta multipla per le scienze biomediche"		"Volume unico"	1840	192	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2021"
9788808162946		"Diccionario General de la Lengua Española"			"Volume unico"	5850	2024	"53 000 voci, 10 000 locuzioni e frasi, 112 000 accezioni, 100 000 esempi, 21 000 sinonimi, 3000 contrari, 4700 etimologie, Zanichelli / Vox, 180x247, 2013"
9788808432162	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.rosso	"con Maths in English"		"Modulo L.rosso"	1170	136	"197x266, 2012"
9788808499042	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quarta edizione"	"Volume 3"	2300	480	", , 197x285, 2020"
9788808518620	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quarta edizione"	"Volume 2"	2070	384	", , 197x285, 2020"
9788808544452	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quarta edizione"	"Volume 1"	2080	384	", , 197x285, 2020"
9788808181428	"TURRI Stefano"	Vernici	"Materiali Tecnologie Proprietà"		"Volume unico"	5550	448	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 190x250, 2007"
9788808180247	"IMERI Luca-MANCIA Mauro"	"Testo atlante di fisiologia umana"	Neurofisiologia		"Volume unico"	4850	352	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2006"
9788808580023	"DESPOPOULOS Agamemnon-RIVA SANSEVERINO Eugenio-SILBERNAGL Stefan"	Fisiologia	"Atlante Tascabile"	"Quarta edizione"	"Volume unico"	4950	464	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 130x190, 2018"
9788808600516	"FANTINI Fabio-MONESI Simona-PIAZZINI Stefano"	"Minerali, rocce, vulcani e terremoti"		"edizione blu"	"Volume unico con risorse digitali Scuolabook"	970	88	"230x285, 2013"
9788808850676	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	"Principi di biologia"		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume unico + ebook"	8650	888	", , 198x270, 2021"
9788808058676	"FABIANI Massimo"	"Diritto fallimentare"	"Un profilo organico"		"Volume unico"	10760	840	"180x245, 2011"
9788808176882	"ANASTASI Giuseppe-RAPETTI MOGOL (CHEOPE) Alfredo"	"Scrivere una canzone"			"Volume unico"	1650	160	"130x197, 2012"
9788808700117	"CIAFFARONI Maria Teresa"	"Mind your business"			"Confezione Student's Book + Workbook"	4000	496	"210x285, 2013"
9788808900104	"CIAFFARONI Maria Teresa"	"Mind your business"			"Box di 2 CD audio per la classe"	2400	0	"140x125, 2013"
9788808820983	"NOSILIA Viviana"	"il Mini di Polacco"		"Seconda edizione"	"Volume unico"	820	640	", , 80x112, 2020"
9788808090898	"DAL PRA Elena-FEROLDI Donata"	"Dizionario Analogico della Lingua Italiana"			"Versione Plus (volume + DVD e download per Windows e Mac senza scadenza + app per iOS e Android senza scadenza + consultazione online per 5 anni)"	6800	960	"19 000 lemmi, 4000 voci svolte, 180x250, 2011"
9788808356291	"HARTL Daniel L.-KNOLL Andrew H.-LUE Robert A-MICHAEL Melissa-MORRIS James R."	"Biologia. Come funziona la vita"	"Cellule - Genetica"		"Cellula - Genetica + ebook"	3500	464	", , 197x285, 2021"
9788808141170	"MANDOLINI Stefania"	"Le parole della fisica"	"con Physics in English"		"Volume 2"	2670	328	"197x266, 2012"
9788808141217	"MANDOLINI Stefania"	"Le parole della fisica"	"con Physics in English"		"Volume 3"	3110	400	"197x266, 2012"
9788808062192	"PAIARDINI Alessandro-PASCARELLA Stefano"	Bioinformatica	"Dalla sequenza alla struttura delle proteine"		"Volume unico"	3530	272	"197x285, 2011"
9788808234964	"RICCI LUCCHI Marianna-RICCI LUCCHI Franco-TOSETTO Silvio"	"La Terra, il pianeta vivente"	"con Earth Science in English"		"C. Ecosfera. Risorse e rischi"	1190	120	"230x285, 2012"
9788808143068	"TERRANOVA Giuseppe"	"Art. 64-71"	"Effetti del fallimento sugli atti pregiudizievoli ai creditori Tomo I Parte generale"	"1 ed."	"Volume unico"	4700	328	"180x246, 1993"
9788808320377		"Kompaktwörterbuch Deutsch als Fremdsprache"		"Seconda edizione"	"Volume unico"	2290	1118	", Pons / Zanichelli, 140x200, 2019"
9788808302953	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Volume 5 PLUS con Tutor"	3600	528	", , 195x265, 2016"
9788808439017	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione volume 4A + volume 4B PLUS con Tutor"	4160	824	", , 197x265, 2016"
9788808533166	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Volume 5"	3390	608	", , 197x265, 2016"
9788808906120	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Volume 5 con Tutor"	3710	608	", , 197x266, 2016"
9788808920409	"AMBROSINI Stefano-PACCHI Stefania"	"Crisi d'impresa ed emergenza sanitaria"			"Volume unico"	9100	696	", , 170x240, 2020"
9788808480040	"KOEPPEN Bruce M.-STANTON Bruce A."	"Berne & Levy Fisiologia"		"Settima edizione"	"Volume unico"	10200	960	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 200x280, 2019"
9788808920089	"CERVIO Riccardo"	"Esercitazioni di optometria"			"Volume 1"	1920	160	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x266, 2022"
9788808058959	"CALVO Roberto"	"Diritto civile"			"Volume 1"	4090	392	", , 170x240, 2015"
9788808677747	"CALVO Roberto"	"Diritto civile"			"Volume 3 tomo I"	5950	560	", , 170x240, 2015"
9788808941565	"CALVO Roberto"	"Diritto civile"			"Volume 3 tomo II"	7450	736	", , 170x240, 2015"
9788808320612	"NERINI Serena-VALITUTTI Giuseppe"	"Le scienze in cucina"			"Volume unico"	2600	328	", , 230x285, 2019"
9788808747570	"NERINI Serena-VALITUTTI Giuseppe"	"Le scienze in cucina"			"Volume unico con Scienze della Terra"	3090	416	", , 230x285, 2019"
9788808821300	"DÁVILA PEÑA Celina-DÍEZ HUERTAS Celia-FUMADÓ ABAD Maria Dels Ângels-LIBERAL TRINIDAD Antonia"	"¡Consigue el DELE!"	"A2/B1 para escolares"		"¡Consigue el DELE!"	1650	128	", , 210x285, 2016"
9788808520371		"Tavola periodica degli elementi"			"Tavola periodica pieghevole plastificata"	350	4	", , 187x255, 2019"
9788808720146	"GIAMPIERI Patrizia"	"Business English"		"Seconda edizione"	"Volume unico con esercizi online"	2680	352	", , 145x210, 2021"
9788808834911	"TORTORA Riccardo"	"Igiene, anatomia e fisiopatologia del corpo umano"			"Volume per il quinto anno con risorse digitali Scuolabook"	2140	272	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2012"
9788808184689	"ADAMS Robert-QUARTAPELLE Luigi"	"Calcolo differenziale 2"		"Quinta edizione italiana"	"Volume 2"	6000	576	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 210x275, 2014"
9788808320216	"MIRRI Luigi-PARENTE Michele"	"Fisica ambientale"		"Seconda edizione"	"Volume per il secondo biennio"	2220	272	", , 197x266, 2021"
9788808992222	"MIRRI Luigi-PARENTE Michele"	"Fisica ambientale"		"Seconda edizione"	"Volume per il quinto anno"	2630	256	", , 197x266, 2021"
9788808162762	"ADAMS Ansel"	"La fotografia di Ansel Adams"	"Tre volumi in cofanetto"		"Volume unico"	19200	726	"210x285, 1989"
9788808437358	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Volume 3"	1980	192	", , 210x285, 2016"
9788808437525	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Siempre en Juego 2 - Lettura con esercizi"	820	64	", , 170x240, 2016"
9788808537508	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Confezione 8 CD audio per la classe"	8520	0	", , 140x120, 2016"
9788808637512	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Idee per imparare"	1310	126	", , 210x285, 2016"
9788808737519	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Siempre en Juego 1 - Lettura con esercizi"	820	64	", , 170x240, 2016"
9788808713339	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Percorsi di scienze naturali"		"seconda edizione"	"Chimica organica, biochimica, biotecnologie, tettonica"	2550	280	", , 230x285, 2021"
9788808750624	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Percorsi di scienze naturali"		"seconda edizione"	"Chimica organica, biochimica, biotecnologie"	2100	232	", , 230x285, 2021"
9788808262554	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Confezione 8 CD audio per la classe"	8150	0	", , 140x120, 2021"
9788808430922	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Volume 2"	1940	224	", , 210x285, 2021"
9788808520258	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Volume unico"	3230	456	", , 210x285, 2021"
9788808527929	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Gramática y comunicación inclusivas 1"	800	80	", , 210x285, 2021"
9788808528810	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Volume 3"	1960	200	", , 210x285, 2021"
9788808543257	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Siempre a la meta 2"	880	72	", , 170x240, 2021"
9788808547507	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Gramática y comunicación inclusivas 2"	750	72	", , 210x285, 2021"
9788808645395	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Gramática y comunicación inclusivas 3"	650	56	", , 210x285, 2021"
9788808667625	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Siempre a la meta 1"	880	72	", , 170x240, 2021"
9788808802897	"PÉREZ NAVARRO José-POLETTINI Carla"	"Todos a la meta"		"Segunda edición de En juego"	"Volume 1"	1810	216	", , 210x285, 2021"
9788808111395	"BARBERO Alessandro-FRUGONI Chiara-LUZZATTO Sergio-SCLARANDIS Carla"	"La storia"	"L'impronta dell'umanità. Versione rossa"		"Volume 3"	2730	368	"210x285, 2008"
9788808548153	"BERTONI Carlo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-TARGA Elisa-YOUNG David"	"La fisica di Cutnell e Johnson"			"Volume 3"	3090	464	", , 210x285, 2019"
9788808677853	"BERTONI Carlo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-TARGA Elisa-YOUNG David"	"La fisica di Cutnell e Johnson"			"Volume 1"	3060	472	", , 210x285, 2019"
9788808822239	"BERTONI Carlo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-TARGA Elisa-YOUNG David"	"La fisica di Cutnell e Johnson"			"Volume 2"	2730	368	", , 210x285, 2019"
9788808162991	"DE ROSA Tommaso-RISTORATORE Annalisa"	"Prodotti dolciari artigianali e industriali"			"Volume unico"	2150	272	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2014"
9788808836755	"DE ROSA Tommaso-RISTORATORE Annalisa"	"Prodotti dolciari artigianali e industriali"			"Gestione manageriale"	1980	192	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2014"
9788808620774	"PEPE Laura"	"Atene a processo"	"Il diritto ateniese attraverso le orazioni giudiziarie"		"Volume unico"	2680	272	", , 170x240, 2019"
9788808263681	"SOFRI Gianni"	"Del fare libri"	"Mezzo secolo da Zanichelli"		"Volume unico"	1330	184	"145x210, 2013"
9788808399946	"ABBADESSA Francesco-GRANDE Federica"	Art2Art	"CLIL resources for Art History"		"Volume unico"	1680	264	", , 230x285, 2022"
9788808620095	"COTTINO Gastone"	"Lineamenti di diritto commerciale"		"Quarta edizione"	"Volume unico"	5250	672	", , 170x240, 2020"
9788808320193	"CAVANI Fabrizio-CENTI Gabriele-DI SERIO Martino-ROSSETTI Ilenia-SALVINI Antonella-STRUKUL Giorgio"	"Fondamenti di chimica industriale"	"Materie prime - Prodotti - Processi - Sostenibilità"		"Volume unico + ebook"	7200	784	", , 210x290, 2022"
9788808096388	"FABIETTI Ugo-REMOTTI Francesco"	"Dizionario di antropologia"	"Etnologia. Antropologia culturale. Antropologia sociale"		"Volume unico"	8500	992	"2500 voci, 80 tra cartine, disegni e diagrammi, 185x245, 1997"
9788808299956	"GALASSO Alfredo-PALMERI Giuseppa"	"Istituzioni del diritto privato"		"seconda edizione"	"Volume unico"	8750	1096	", , 170x240, 2020"
9788808820518	"BIANCO Vincenza-GENTILE Anna"	"Basic English for Opticians"		"Seconda edizione"	"Volume unico"	1750	128	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x266, 2019"
9788808618740	"GASPARETTO Mariangela"	Art.CLIL	"From the Egyptian to Post-impressionism"		"Volume unico per il secondo biennio"	1240	144	", , 230x285, 2019"
9788808720917	"AMENDOLA Antonella-MESSINA Ada-PARIANI Elena-ZAPPA Alessandra-ZIPOLI Gabriella"	"Igiene e patologia"		"Seconda edizione"	"Volume unico"	2920	408	", , 210x285, 2020"
9788808421029		"Start up e P.M.I. innovative"	"Con risorse digitali. Opera diretta da Oreste Cagnasso e Angelo Mambriani"		"Volume unico"	18350	1104	", , 180x250, 2020"
9788808421159	"FIANDACA Giovanni-MUSCO Enzo"	"Diritto penale. Parte speciale"	"Volume 2 tomo 2 I delitti contro il patrimonio"	"Settima edizione"	"Volume unico"	3600	320	", , 185x245, 2015"
9788808611437	"BERTOCCHI Miriam"	"Ganz genau!"	"Deutsch im Urlaub"		"Volume A2"	1030	80	", , 210x285, 2021"
9788808613875	"BERTOCCHI Miriam"	"Ganz genau!"	"Deutsch im Urlaub"		"Volume A1"	1030	80	", , 210x285, 2021"
9788808196248	"BALUGANI Elisabetta-CARNEVALI Giordano-MARRA Laura"	"Elementi di igiene e patologia"		"Terza edizione di Elementi di igiene"	"Volume unico con risorse digitali Scuolabook"	3560	480	"197x266, 2013"
9788808328687	"BARBONE Sandro-INFORTUNA Teresa"	"Il corpo umano"		"seconda edizione"	"Volume 2 per Odontotecnici"	1940	152	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 230x285, 2020"
9788808820228	"BARBONE Sandro-INFORTUNA Teresa"	"Il corpo umano"		"seconda edizione"	"Volume 1"	3460	256	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 230x285, 2020"
9788808911445	"BARBONE Sandro-INFORTUNA Teresa"	"Il corpo umano"		"seconda edizione"	"Volume 2 per Ottici"	1630	128	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 230x285, 2020"
9788808701886	"BARBONE Sandro-INFORTUNA Teresa"	"Il corpo umano"		"seconda edizione"	"Volume 3 per Ottici"	1520	120	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 230x285, 2020"
9788808164926	"BERK A-BRETSCHER A.-KAISER C.A.-KRIEGER M.-LODISH Harvey-MATSUDAIRA Paul-PLOEGH P.-SCOTT M.P."	"Biologia molecolare della cellula"		"Terza edizione italiana condotta sulla sesta edizione americana"	"Volume unico"	16100	1344	"Trad. di R. Lucchi, M. Marini, L. E. Pena Altamira, G. Perini, A. Poli, M. Virgili, G. Zunica, 210x295, 2009"
9788808091383	"BALDUZZI Renato-CAIA Giuseppe-CARIOLA Agatino-CARROZZA Paolo-CLARICH Marcello-COLOMBINI Giovanna-COSTANZO Pasquale-MANNELLI Lorenzo-MARIANI Michele-MESSERINI Virginia-PISANESCHI Andrea-PIZZORUSSO Alessandro-ROMBOLI Roberto-ROSSI Emanuele-SANTARELLI Umberto-SCARCIGLIA Roberto-TARCHI Rolando"	"ART. 128 Supplemento. Leggi 8 giugno 1990, n. 142 e 25 marzo 1993, n. 81"	"Ordinamento delle autonomie locali. Elezione diretta del Sindaco, del Presidente della provincia, del Consiglio comunale e del Consiglio provinciale"	"1 ed."	"Volume unico"	11700	1256	"185x245, 1996"
9788808388018	"LUNARI Marco-MACCIO Maria Rosa"	"Luoghi e civiltà"			"Idee per imparare volume 2"	820	120	", , 210x285, 2018"
9788808620750	"LUNARI Marco-MACCIO Maria Rosa"	"Luoghi e civiltà"			"Confezione Volume 1 + Atlante"	2710	552	", , 210x285, 2018"
9788808828514	"LUNARI Marco-MACCIO Maria Rosa"	"Luoghi e civiltà"			"Idee per imparare volume 1"	820	120	", , 210x285, 2018"
9788808977489	"LUNARI Marco-MACCIO Maria Rosa"	"Luoghi e civiltà"			"Volume 2"	2790	480	", , 210x285, 2018"
9788808173188	"BONSIGNORI Angelo-GALGANO Francesco"	"Art. 146-159"	"Fallimento delle società"	"1 ed."	"Volume unico"	5300	392	"180x245, 1997"
9788808921284	"GAFFEO Edoardo-MITTONE Luigi-TAMBORINI Roberto"	"Introduzione all'economia"		"Seconda edizione"	"Volume unico"	5250	528	", , 197x270, 2015"
9788808499813	"GHERARDELLI Paola"	"Art Tours in CLIL"			"Volume unico"	1280	168	", , 230x285, 2022"
9788808183224	"BUZZINI Pietro-CLEMENTI Francesca-VAUGHAN Ann Elizabeth"	"Laboratorio didattico di microbiologia"			"Volume unico"	3620	304	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 196x270, 2008"
9788808160577	"CLEGG Lois-REGAZZI Joanna"	"Graphics & design today"	"English for graphic arts"		"Volume unico"	2730	288	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2014"
9788808185181	"AMALDI Francesco-BENEDETTI Piero-PESOLE Graziano-PLEVANI Paolo"	"Biologia Molecolare"		"Terza edizione"	"Volume unico + ebook"	7750	672	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 200x275, 2018"
